ID_Properti,Alamat,Kota,Tipe_Properti,Harga_Beli_Properti,Harga_Jual_Properti,Biaya_Operasional_Tahunan,Kenaikan_Harga,Kelas_Fasilitas_Sekitar,Luas_Bangunan,Usia_Properti
PID2002,Jl Raya Panderman,Batu,Vila,7949448008,8555761216,2133465830.2553287,7,Kantor;Pusat Perbelanjaan;Transportasi Umum,204,9
PID2003,Jl Raya Selecta,Batu,Rumah Tunggal,4588438272,4975891889,88938640.23634978,2,"Pabrik, Taman",783,13
PID2004,Jl Pattimura,Batu,Ruko,6527819396,7337384527,2584063437.956937,8,Kantor;Pusat Perbelanjaan;Transportasi Umum,932,38
PID2005,Jl Pemuda,Surabaya,Gudang,5735259665,6084122145,57352596.65,1,Pabrik;Taman;Sekolah,630,11
PID2006,Jl RA Kartini,Tulung Agung,Komplek Perumahan,3783784826,4039847996,37837848.26,1,"Pabrik, Taman",978,28
PID2007,Jl Diponegoro,Surabaya,Komplek Perumahan,1842582489,1971908364,822195667.702445,7,Sekolah;Universitas;Transportasi Umum,296,8
PID2008,Jl Pahlawan,Pasuruan,Ruko,8321350655,9007849063,2356202374.0258512,7,Objek Wisata,813,40
PID2009,Jl Mayjend Sungkono,Surabaya,Gudang,3728476317,4316597135,52301768.96129063,3,Pabrik,500,27
PID2010,Jl Pahlawan,Pasuruan,Rumah Tunggal,2760148611,3007108186,27683806.33725023,2,"Pabrik, Taman",241,35
PID2011,Jl Raya Buring,Malang,Apartemen,8905742900,10034816539,3173618623.8441844,14,Pusat Perbelanjaan;Pusat Hiburan,635,13
PID2012,Jl Tunjungan,Surabaya,Ruko,2243195631,2572843066,660250494.3576047,7,Sekolah;Taman;Pusat Perbelanjaan,404,43
PID2013,Jl Pattimura,Batu,Ruko,3126133814,3716580297,1406698528.2941103,7,Kantor;Pusat Perbelanjaan;Transportasi Umum,295,37
PID2014,Jl Mayjen Sungkono,Kediri,Rumah Tunggal,834955002,846092645,334989661.7953504,7,Sekolah;Universitas;Transportasi Umum,559,46
PID2015,Jl Suroyo,Pasuruan,Rumah Tunggal,3791832261,3948956805,791657532.3634906,9,Kantor;Pusat Perbelanjaan;Transportasi Umum,441,13
PID2016,Jl Soekarno Hatta,Malang,Gudang,4285858657,4886853046,58882032.372730106,3,"Pabrik, Taman",267,7
PID2017,Jl Diponegoro,Madiun,Komplek Perumahan,7374530480,8019005554,3378277265.6355925,12,Pusat Perbelanjaan;Pusat Hiburan,478,21
PID2018,Jl Ahmad Yani,Blitar,Rumah Tunggal,8579097168,9526870715,2884784800.069526,7,Sekolah;Taman;Pusat Perbelanjaan,182,41
PID2019,Jl Pemuda,Surabaya,Ruko,2863433998,3242931003,1131288374.0108905,6,Objek Wisata,311,35
PID2020,Jl Ahmad Yani,Sidoharjo,Komplek Perumahan,7803506155,9307467052,3499476950.6941476,8,Kantor;Transportasi Umum,158,19
PID2021,Jl Brigjend Slamet Riyadi,Malang,Komplek Perumahan,2345640554,2691863573,614789871.4122374,10,Objek Wisata;Pusat Hiburan,390,35
PID2022,Jl Soekarno Hatta,Malang,Gudang,5559001240,6220765527,55590012.4,1,Pabrik;Taman;Sekolah,591,25
PID2023,Jl Panglima Sudirman,Pasuruan,Komplek Perumahan,1251284517,1310942284,512932598.2986363,11,Objek Wisata;Pusat Hiburan,788,39
PID2024,Jl Ijen Nirwana,Malang,Komplek Perumahan,1019478400,1167095141,328704622.35062164,15,Objek Wisata;Pusat Hiburan,89,15
PID2025,Jl Pemuda,Surabaya,Ruko,6646947697,7893090208,2495106738.470292,8,Sekolah;Universitas;Transportasi Umum,631,8
PID2026,Jl Joyoboyo,Kediri,Rumah Tunggal,2554762920,2623513566,29901032.27403745,3,Pabrik;Taman;Sekolah,838,32
PID2027,Jl Brigjend Slamet Riyadi,Malang,Rumah Tunggal,6818788220,7017810778,68187882.2,1,"Pabrik, Taman",168,27
PID2028,Jl Gubeng,Surabaya,Komplek Perumahan,2625765070,2800712606,28190566.373380028,2,Pabrik,97,33
PID2029,Jl Raya Panderman,Batu,Gudang,6099818068,6485293148,88403541.62432665,2,"Pabrik, Taman",852,49
PID2030,Jl Brigjend Slamet Riyadi,Malang,Rumah Tunggal,1745129392,1923647545,32924091.372047603,3,"Pabrik, Taman",341,34
PID2031,Jl Brigjend Slamet Riyadi,Malang,Rumah Tunggal,3775688067,4190105013,1623698649.5671678,9,Universitas;Kantor;Pusat Perbelanjaan,158,43
PID2032,Jl Mayjen Sungkono,Kediri,Gudang,7724086348,9201627779,2270109712.618106,8,Universitas;Transportasi Umum;Kafe,224,19
PID2033,Jl Bhayangkara,Mojokerto,Ruko,5865024578,7035485065,2352482918.229095,9,Kantor;Transportasi Umum,238,39
PID2034,Jl Ahmad Dahlan,Banyuwangi,Komplek Perumahan,2919784564,3456950999,1333499850.684439,7,Universitas;Pusat Perbelanjaan;Transportasi Umum,937,17
PID2035,Jl Soekarno Hatta,Malang,Komplek Perumahan,4214157065,4728919801,1231733430.7370105,14,Pusat Perbelanjaan;Pusat Hiburan,738,39
PID2036,Jl Teuku Umar,Tulung Agung,Ruko,8901013820,9260304773,3676573560.064149,8,Universitas;Transportasi Umum,213,13
PID2037,Jl Diponegoro,Surabaya,Rumah Tunggal,6036830687,7105538598,2192151151.7620945,6,Objek Wisata,212,16
PID2038,Jl Pemuda,Surabaya,Gedung,7231989219,8329546482,2734576247.362065,12,Objek Wisata;Pusat Hiburan,867,10
PID2039,Jl Ijen Nirwana,Malang,Ruko,4396066568,4864922990,2178858069.0046124,9,Universitas;Transportasi Umum,111,44
PID2040,Jl Panglima Sudirman,Pasuruan,Ruko,3394048937,3622417303,1145352755.3774338,8,Universitas;Transportasi Umum;Kafe,241,32
PID2041,Jl Pahlawan,Pasuruan,Rumah Tunggal,7835016922,8804005740,1765169722.7583587,7,Universitas;Kantor;Pusat Perbelanjaan,107,25
PID2042,Jl Hayam Wuruk,Pasuruan,Ruko,1235471258,1330401595,328741587.59043247,7,Kantor;Transportasi Umum,638,36
PID2043,Jl Raya Selecta,Batu,Rumah Tunggal,3588433174,3792638209,1630788067.566633,14,Objek Wisata;Pusat Hiburan,865,17
PID2044,Jl Raya Buring,Malang,Rumah Tunggal,1717846240,1865881489,425008458.4594123,7,Universitas;Pusat Perbelanjaan;Transportasi Umum,449,10
PID2045,Jl Pemuda,Surabaya,Komplek Perumahan,4552773762,4771693255,972332931.2762595,11,Objek Wisata;Pusat Hiburan,555,29
PID2046,Jl Brigjend Slamet Riyadi,Malang,Komplek Perumahan,2811443502,2839913844,1250361866.3239853,7,Sekolah;Taman;Pusat Perbelanjaan,632,19
PID2047,Jl Raya Buring,Malang,Komplek Perumahan,8909787460,9149631004,170738098.77605733,2,Pabrik,677,6
PID2048,Jl Ijen Nirwana,Malang,Komplek Perumahan,2854608039,3178199345,67383215.6723423,4,Objek Wisata,227,45
PID2049,Jl Raya Buring,Malang,Rumah Tunggal,1277469524,1433917202,301443198.30952257,9,Sekolah;Universitas;Transportasi Umum,390,25
PID2050,Jl Teuku Umar,Tulung Agung,Gudang,8320856742,8657089471,143994875.8764084,2,Pabrik;Taman;Sekolah,587,35
PID2051,Jl Pahlawan,Madiun,Komplek Perumahan,2934176687,3328448164,86504409.53979707,3,Pabrik,438,14
PID2052,Jl Raya Selecta,Batu,Vila,6325148434,7238154625,2684650273.343052,6,Universitas;Transportasi Umum,741,48
PID2053,Jl Tunjungan,Surabaya,Apartemen,8184209700,8299026933,117008884.5280723,5,Objek Wisata,276,14
PID2054,Jl Veteran,Blitar,Gudang,7749847185,8005614352,2615523323.7649894,11,Universitas;Kantor;Pusat Perbelanjaan,542,31
PID2055,Jl RA Kartini,Tulung Agung,Komplek Perumahan,7783689548,8332286891,1565583844.3189394,6,Objek Wisata,293,36
PID2056,Jl Mawar,Banyuwangi,Komplek Perumahan,7384606195,7800683339,2435561030.855581,12,Objek Wisata;Pusat Hiburan,323,43
PID2057,Jl Raya Gempol,Sidoharjo,Gudang,8566126756,10079184287,2817409084.693519,8,Universitas;Transportasi Umum,489,15
PID2058,Jl Pemuda,Surabaya,Apartemen,8920303937,10503944534,3688737493.5461,6,Sekolah;Taman;Pusat Perbelanjaan,506,42
PID2059,Jl Pahlawan,Madiun,Rumah Tunggal,1320292518,1455923958,562641637.5407944,9,Universitas;Transportasi Umum;Kafe,959,50
PID2060,Jl Ijen Nirwana,Malang,Ruko,8479234010,8759746690,1926272027.5463822,9,Sekolah;Universitas;Transportasi Umum,413,6
PID2061,Jl Brigjend Slamet Riyadi,Malang,Rumah Tunggal,7631865994,9046665565,2308537594.525599,7,Objek Wisata,882,43
PID2062,Jl Panglima Sudirman,Pasuruan,Rumah Tunggal,4923677277,5645315723,1515471860.3953917,6,Sekolah;Taman;Pusat Perbelanjaan,573,34
PID2063,Jl Ijen Nirwana,Malang,Rumah Tunggal,4042410751,4299238838,40424107.51,1,Pabrik,422,17
PID2064,Jl Ijen Nirwana,Malang,Rumah Tunggal,907080758,940736031,31451112.48018164,4,Objek Wisata,130,50
PID2065,Jl Pattimura,Batu,Rumah Tunggal,4814865449,5535899728,2186656022.1416707,7,Universitas;Pusat Perbelanjaan;Transportasi Umum,527,45
PID2066,Jl Suroyo,Pasuruan,Komplek Perumahan,1832281254,1934360411,23113647.84996063,3,Pabrik;Taman;Sekolah,424,30
PID2067,Jl Pemuda,Surabaya,Ruko,2528718620,2956830725,961540273.2574265,6,Sekolah;Taman;Pusat Perbelanjaan,337,23
PID2068,Jl Raya Buring,Malang,Komplek Perumahan,5480603396,6066095064,2707463419.4754043,9,Sekolah;Universitas;Transportasi Umum,572,32
PID2069,Jl Soekarno Hatta,Malang,Komplek Perumahan,8344734910,9053750504,236498380.9347462,3,"Pabrik, Taman",549,49
PID2070,Jl Raya Buring,Malang,Apartemen,4274349863,4520329252,1642957521.1684887,9,Universitas;Pusat Perbelanjaan;Transportasi Umum,882,17
PID2071,Jl Brigjend Slamet Riyadi,Malang,Vila,3651590749,4211948015,1802825079.2936847,8,Universitas;Transportasi Umum,832,44
PID2072,Jl Gubeng,Surabaya,Rumah Tunggal,2573740949,2670443086,41512766.77136041,2,Pabrik;Taman;Sekolah,901,11
PID2073,Jl Oro Oro Ombo,Batu,Vila,3775548571,3946328089,1532966775.5873852,6,Sekolah;Taman;Pusat Perbelanjaan,92,19
PID2074,Jl Raya Buring,Malang,Ruko,3138437471,3367664691,903065332.5733765,12,Universitas;Kantor;Pusat Perbelanjaan,564,24
PID2075,Jl Mayor Bismo,Kediri,Ruko,2553955279,2988066450,846067760.0414292,7,Universitas;Kantor;Pusat Perbelanjaan,530,20
PID2076,Jl Trunojoyo,Madiun,Ruko,1387025979,1411810054,434021492.9142133,8,Universitas;Pusat Perbelanjaan;Transportasi Umum,440,37
PID2077,Jl Gubeng,Surabaya,Gedung,2311043721,2655726531,854161521.6107424,14,Pusat Perbelanjaan;Pusat Hiburan,349,43
PID2078,Jl Ahmad Yani,Sidoharjo,Ruko,4538243591,5139619692,1038970727.8938764,10,Universitas;Pusat Perbelanjaan;Transportasi Umum,552,47
PID2079,Jl Ahmad Dahlan,Banyuwangi,Ruko,2438316359,2673652007,96398321.74932455,4,Objek Wisata,479,33
PID2080,Jl Pattimura,Batu,Rumah Tunggal,4470903223,5136084522,68956610.71021159,2,Pabrik;Taman;Sekolah,747,38
PID2081,Jl Diponegoro,Surabaya,Komplek Perumahan,4932041911,5441612474,1946637865.5226457,7,Sekolah;Taman;Pusat Perbelanjaan,513,30
PID2082,Jl Raya Selecta,Batu,Rumah Tunggal,1905347716,2132004793,644963996.1228594,8,Universitas;Transportasi Umum,383,26
PID2083,Jl Gubeng,Surabaya,Gedung,2156717750,2515806931,614183898.5244989,7,Universitas;Transportasi Umum,485,46
PID2084,Jl Mayjend Sungkono,Surabaya,Rumah Tunggal,4770789223,5029676722,1205268711.2388794,6,Universitas;Transportasi Umum,560,34
PID2085,Jl Ahmad Yani,Blitar,Gudang,2890553538,2971064199,1187112645.1026528,9,Universitas;Kantor;Pusat Perbelanjaan,199,31
PID2086,Jl Raya Buring,Malang,Vila,8254048799,9532574410,2213223730.5586743,8,Universitas;Transportasi Umum;Kafe,752,21
PID2087,Jl Raya Panderman,Batu,Vila,2733339343,3024910427,1090614353.8205214,11,Objek Wisata;Pusat Hiburan,145,38
PID2088,Jl Raya Panderman,Batu,Ruko,2263162279,2490991520,508335426.8713462,11,Kantor;Pusat Perbelanjaan;Transportasi Umum,1000,7
PID2089,Jl Pattimura,Batu,Ruko,1206151513,1271670967,291326878.5279163,8,Kantor;Transportasi Umum,407,50
PID2090,Jl Dhoho,Kediri,Komplek Perumahan,6970616902,8054165414,2129165857.842092,9,Objek Wisata;Pusat Hiburan,860,28
PID2091,Jl Soekarno Hatta,Malang,Rumah Tunggal,2935470956,3193503037,83878264.15562236,3,Pabrik,444,29
PID2092,Jl Ijen Nirwana,Malang,Apartemen,3239325468,3572317756,1312958412.4513988,6,Sekolah;Taman;Pusat Perbelanjaan,916,33
PID2093,Jl Soekarno Hatta,Malang,Apartemen,1885174630,1990074054,941270992.3030097,15,Objek Wisata;Pusat Hiburan,369,50
PID2094,Jl Pahlawan,Mojokerto,Komplek Perumahan,4379218920,4812233886,1184135710.8053036,7,Kantor;Transportasi Umum,718,11
PID2095,Jl Gubeng,Surabaya,Rumah Tunggal,6264720042,6529275957,62647200.42,1,"Pabrik, Taman",488,44
PID2096,Jl Ahmad Yani,Blitar,Gudang,8740103265,9486388541,2851401811.356214,7,Kantor;Transportasi Umum,126,33
PID2097,Jl Pahlawan,Pasuruan,Komplek Perumahan,2949600749,3042577286,1434142261.2934396,6,Sekolah;Taman;Pusat Perbelanjaan,940,50
PID2098,Jl Ijen Nirwana,Malang,Rumah Tunggal,5675362086,6482433427,56753620.86,1,Pabrik;Taman;Sekolah,860,33
PID2099,Jl Pahlawan,Pasuruan,Gudang,3576275249,3810750892,1645475649.6213489,9,Universitas;Transportasi Umum,746,12
PID2100,Jl Mayor Bismo,Kediri,Komplek Perumahan,2696930549,3040875009,27425589.420699853,2,Pabrik,863,20
PID2101,Jl Diponegoro,Surabaya,Komplek Perumahan,7282627927,8435362577,3242412876.953503,6,Sekolah;Taman;Pusat Perbelanjaan,614,15
PID2102,Jl Pemuda,Surabaya,Apartemen,932766044,1088660833,393133625.2319628,9,Objek Wisata;Pusat Hiburan,509,16
PID2103,Jl Trunojoyo,Madiun,Ruko,3056408150,3571272801,1136982147.8457417,7,Sekolah;Universitas;Transportasi Umum,980,50
PID2104,Jl Mayor Bismo,Kediri,Komplek Perumahan,4734815809,4895891958,103858645.3011409,3,"Pabrik, Taman",757,45
PID2105,Jl Diponegoro,Surabaya,Komplek Perumahan,2298428283,2724036589,978583201.6868937,11,Universitas;Kantor;Pusat Perbelanjaan,275,23
PID2106,Jl Mawar,Banyuwangi,Rumah Tunggal,6138902249,6667660308,2274877095.084137,12,Objek Wisata;Pusat Hiburan,120,11
PID2107,Jl Cokroaminoto,Madiun,Rumah Tunggal,1836522155,1942740669,739424736.842047,7,Sekolah;Taman;Pusat Perbelanjaan,223,33
PID2108,Jl Mawar,Banyuwangi,Komplek Perumahan,4509255860,4936666362,1835659830.2931652,7,Kantor;Transportasi Umum,777,29
PID2109,Jl Gubeng,Surabaya,Apartemen,3136898621,3229644453,808953113.6084939,7,Universitas;Transportasi Umum,344,30
PID2110,Jl Raya Buring,Malang,Rumah Tunggal,2267898118,2309231059,515231066.7585038,7,Kantor;Pusat Perbelanjaan;Transportasi Umum,792,39
PID2111,Jl Tunjungan,Surabaya,Ruko,8539313590,9255026258,2721861061.676028,6,Objek Wisata,738,33
PID2112,Jl Diponegoro,Surabaya,Komplek Perumahan,859061336,920683627,367713602.5066195,7,Sekolah;Taman;Pusat Perbelanjaan,265,20
PID2113,Jl Pahlawan,Mojokerto,Gudang,8466576573,9460185899,2563218716.430995,7,Universitas;Pusat Perbelanjaan;Transportasi Umum,393,7
PID2114,Jl Raya Buring,Malang,Rumah Tunggal,7868137591,8711171507,273231870.90754724,4,Objek Wisata,606,45
PID2115,Jl Soekarno Hatta,Malang,Vila,1931005113,2034249167,606769283.5244697,12,Kantor;Pusat Perbelanjaan;Transportasi Umum,310,18
PID2116,Jl Ijen Nirwana,Malang,Apartemen,5759314087,6063303410,2249800526.559044,13,Objek Wisata;Pusat Hiburan,365,49
PID2117,Jl Pattimura,Batu,Rumah Tunggal,2295300201,2723468853,22953002.01,1,Pabrik,360,12
PID2118,Jl Pemuda,Surabaya,Rumah Tunggal,6908433393,8284084883,2022703271.6840754,6,Universitas;Transportasi Umum,265,17
PID2119,Jl Mayjend Sungkono,Surabaya,Komplek Perumahan,8380479055,9890814842,3765388918.2460437,8,Universitas;Kantor;Pusat Perbelanjaan,512,46
PID2120,Jl Raya Buring,Malang,Komplek Perumahan,5750830658,6758709252,57508306.58,1,Pabrik,351,31
PID2121,Jl Ijen Nirwana,Malang,Ruko,2377125275,2806215363,561372978.0004003,7,Universitas;Kantor;Pusat Perbelanjaan,271,37
PID2122,Jl Raya Buring,Malang,Ruko,4553313635,5362421418,2234180203.4563704,11,Kantor;Pusat Perbelanjaan;Transportasi Umum,111,13
PID2123,Jl Raya Krian,Sidoharjo,Ruko,8673785462,9597440043,2622115456.7260213,8,Universitas;Transportasi Umum;Kafe,561,44
PID2124,Jl Ijen Nirwana,Malang,Ruko,2372930185,2686432918,604046439.8975806,9,Universitas;Transportasi Umum,315,6
PID2125,Jl Raya Panderman,Batu,Ruko,4781055385,5564579481,2036080348.9172628,6,Universitas;Transportasi Umum;Kafe,728,46
PID2126,Jl Oro Oro Ombo,Batu,Vila,3648422206,4205666026,1075011459.5277324,15,Objek Wisata;Pusat Hiburan,441,14
PID2127,Jl Mayjend Sungkono,Surabaya,Apartemen,4238137068,4871356189,1743717062.623784,9,Kantor;Transportasi Umum,787,45
PID2128,Jl Brigjend Slamet Riyadi,Malang,Komplek Perumahan,7022032936,7978809487,3370580302.2095466,7,Universitas;Pusat Perbelanjaan;Transportasi Umum,484,49
PID2129,Jl Brigjend Slamet Riyadi,Malang,Rumah Tunggal,5971622270,6484045679,2412505644.15941,7,Universitas;Pusat Perbelanjaan;Transportasi Umum,118,43
PID2130,Jl Pahlawan,Tulung Agung,Komplek Perumahan,4784146546,5186933171,47841465.46,1,Pabrik;Taman;Sekolah,548,38
PID2131,Jl Soekarno Hatta,Malang,Gudang,8384974441,8694871277,83849744.41,1,Pabrik,174,21
PID2132,Jl Gubeng,Surabaya,Gudang,4796758059,5349527581,56704084.81867164,2,"Pabrik, Taman",580,25
PID2133,Jl Pahlawan,Madiun,Ruko,5768858116,6103318816,2149796960.5951347,9,Kantor;Transportasi Umum,710,23
PID2134,Jl Raya Buring,Malang,Apartemen,2436137804,2730850073,1091602176.4224043,7,Universitas;Transportasi Umum,303,6
PID2135,Jl Ahmad Dahlan,Banyuwangi,Komplek Perumahan,1712229579,1941121027,754064842.5974735,6,Sekolah;Taman;Pusat Perbelanjaan,101,19
PID2136,Jl Panglima Sudirman,Tulung Agung,Gudang,1847559571,1907207691,377078961.200208,7,Universitas;Pusat Perbelanjaan;Transportasi Umum,458,42
PID2137,Jl Tunjungan,Surabaya,Ruko,3540422873,4062907239,826164579.819572,10,Kantor;Pusat Perbelanjaan;Transportasi Umum,375,47
PID2138,Jl Tunjungan,Surabaya,Apartemen,5833183943,6962795921,1842102448.97608,6,Sekolah;Taman;Pusat Perbelanjaan,168,17
PID2139,Jl Ijen Nirwana,Malang,Vila,1346731851,1410147036,276772684.00483036,7,Kantor;Transportasi Umum,440,9
PID2140,Jl Tanjung,Blitar,Rumah Tunggal,8040126915,9341589238,2997052751.8617826,6,Sekolah;Taman;Pusat Perbelanjaan,318,24
PID2141,Jl Mayjend Sungkono,Surabaya,Apartemen,5602803107,6493792703,1121816478.0070443,14,Pusat Perbelanjaan;Pusat Hiburan,262,9
PID2142,Jl A Yani,Banyuwangi,Komplek Perumahan,1266438402,1464829411,12664384.02,1,Pabrik,807,46
PID2143,Jl Soekarno Hatta,Malang,Rumah Tunggal,7134372042,8076954650,2950457990.343197,9,Universitas;Transportasi Umum,794,49
PID2144,Jl Raya Buring,Malang,Rumah Tunggal,7032452521,7211089161,1989103815.860984,7,Sekolah;Universitas;Transportasi Umum,111,50
PID2145,Jl Cokroaminoto,Madiun,Ruko,8332942223,9062216212,2663827630.2669916,6,Universitas;Transportasi Umum,783,9
PID2146,Jl Raya Sidoarjo,Sidoharjo,Gudang,3963568766,4425039271,1013311515.3758254,7,Objek Wisata,568,9
PID2147,Jl Bhayangkara,Mojokerto,Rumah Tunggal,5354361544,6406476191,53543615.44,1,Pabrik;Taman;Sekolah,373,30
PID2148,Jl Raya Gempol,Sidoharjo,Komplek Perumahan,1826257480,1965059531,446249363.12610185,9,Universitas;Transportasi Umum,750,13
PID2149,Jl Mayjend Sungkono,Surabaya,Ruko,3118251792,3214640164,634820452.595578,7,Universitas;Pusat Perbelanjaan;Transportasi Umum,817,8
PID2150,Jl Soekarno Hatta,Malang,Ruko,6608640880,7428120528,2767182347.083905,8,Universitas;Transportasi Umum;Kafe,371,27
PID2151,Jl Gubeng,Surabaya,Rumah Tunggal,4396057268,4811548083,1086096343.9439266,6,Objek Wisata,235,26
PID2152,Jl Trunojoyo,Madiun,Komplek Perumahan,3510556306,4006235801,1359778705.0764244,7,Objek Wisata,312,8
PID2153,Jl Raya Panderman,Batu,Vila,1163377339,1209818947,552772609.4733925,10,Kantor;Pusat Perbelanjaan;Transportasi Umum,703,38
PID2154,Jl Ijen Nirwana,Malang,Rumah Tunggal,3545975806,4124594005,1358563428.7121222,14,Objek Wisata;Pusat Hiburan,481,8
PID2155,Jl Mojopahit,Mojokerto,Komplek Perumahan,4681820348,5594564090,81534295.60698068,3,Pabrik,233,13
PID2156,Jl Raya Buring,Malang,Apartemen,1761467106,1907987653,795648962.068095,10,Pusat Perbelanjaan;Pusat Hiburan,216,23
PID2157,Jl Mayjend Sungkono,Surabaya,Ruko,5081560166,5889484129,2217588833.30373,9,Universitas;Transportasi Umum;Kafe,151,27
PID2158,Jl Pemuda,Surabaya,Komplek Perumahan,7733986733,7826559307,3690602350.3132896,8,Sekolah;Universitas;Transportasi Umum,508,11
PID2159,Jl Brigjend Slamet Riyadi,Malang,Vila,5798927142,6930151931,2845832683.0596285,14,Pusat Perbelanjaan;Pusat Hiburan,119,12
PID2160,Jl Pemuda,Surabaya,Apartemen,7715611907,8742688807,1968467758.1640406,8,Kantor;Transportasi Umum,131,42
PID2161,Jl Soekarno Hatta,Malang,Komplek Perumahan,2047937971,2203691656,681344515.382343,13,Pusat Perbelanjaan;Pusat Hiburan,345,27
PID2162,Jl Raya Selecta,Batu,Rumah Tunggal,5823690487,6553458020,1912984546.0459335,7,Kantor;Pusat Perbelanjaan;Transportasi Umum,859,19
PID2163,Jl Brigjend Slamet Riyadi,Malang,Vila,2435302201,2519823929,591435761.2149624,12,Pusat Perbelanjaan;Pusat Hiburan,773,9
PID2164,Jl Brigjend Slamet Riyadi,Malang,Rumah Tunggal,4500276464,4713969964,1661912047.687234,9,Sekolah;Universitas;Transportasi Umum,223,49
PID2165,Jl Pemuda,Surabaya,Gedung,2342138384,2605505246,78490962.59310813,4,Objek Wisata,153,20
PID2166,Jl Brigjend Slamet Riyadi,Malang,Komplek Perumahan,1181087887,1213551048,21155543.929350253,2,Pabrik;Taman;Sekolah,378,50
PID2167,Jl Brigjend Slamet Riyadi,Malang,Ruko,7134240399,7732081541,1685978380.1648667,7,Kantor;Pusat Perbelanjaan;Transportasi Umum,910,26
PID2168,Jl Tanjung,Blitar,Gudang,6335187903,7464396541,2651317680.6715097,12,Universitas;Kantor;Pusat Perbelanjaan,818,27
PID2169,Jl Soekarno Hatta,Malang,Vila,2762964643,3234679712,1170444991.4424427,8,Kantor;Pusat Perbelanjaan;Transportasi Umum,94,42
PID2170,Jl Soekarno Hatta,Malang,Rumah Tunggal,1939803404,2261650763,31144098.05296238,2,Pabrik,342,35
PID2171,Jl Ijen Nirwana,Malang,Komplek Perumahan,2145376023,2192905741,21453760.23,1,"Pabrik, Taman",600,32
PID2172,Jl Raya Panderman,Batu,Rumah Tunggal,8360324497,9051846313,2464909383.2622895,8,Kantor;Pusat Perbelanjaan;Transportasi Umum,546,31
PID2173,Jl Teuku Umar,Tulung Agung,Ruko,3835377804,4244511737,901858978.0603877,6,Universitas;Transportasi Umum;Kafe,621,26
PID2174,Jl Cokroaminoto,Madiun,Ruko,7704878379,9223765072,1864280278.0294805,10,Objek Wisata;Pusat Hiburan,772,15
PID2175,Jl Oro Oro Ombo,Batu,Ruko,3792939920,4319425608,1785612426.6622744,8,Universitas;Kantor;Pusat Perbelanjaan,258,37
PID2176,Jl Gubeng,Surabaya,Gedung,2724224763,2939984556,649002179.6594789,9,Universitas;Transportasi Umum,672,33
PID2177,Jl Pattimura,Batu,Ruko,1163454111,1176297430,296803032.83244574,15,Objek Wisata;Pusat Hiburan,110,42
PID2178,Jl Diponegoro,Madiun,Ruko,1829284182,2035826998,638281593.7844114,15,Objek Wisata;Pusat Hiburan,182,23
PID2179,Jl Ahmad Yani,Sidoharjo,Ruko,1742140302,2060268561,412052909.7657209,10,Universitas;Pusat Perbelanjaan;Transportasi Umum,148,18
PID2180,Jl Ijen Nirwana,Malang,Gudang,7903396671,8564308987,156121087.2467734,2,"Pabrik, Taman",612,22
PID2181,Jl Diponegoro,Surabaya,Apartemen,948490705,1044252817,383601642.15206146,6,Objek Wisata,868,29
PID2182,Jl Suroyo,Pasuruan,Rumah Tunggal,1097673592,1268914390,10976735.92,1,Pabrik;Taman;Sekolah,84,43
PID2183,Jl Joyoboyo,Kediri,Gudang,5963513319,7036348713,69435492.11965509,3,Pabrik,411,33
PID2184,Jl Pahlawan,Tulung Agung,Komplek Perumahan,6206507587,7304709140,111141167.82392685,5,Objek Wisata,327,17
PID2185,Jl Pahlawan,Madiun,Komplek Perumahan,8153589827,8725693527,3641186706.1996107,9,Objek Wisata;Pusat Hiburan,334,25
PID2186,Jl Soekarno Hatta,Malang,Ruko,7683320854,8664668839,3636638598.3547087,6,Universitas;Transportasi Umum,532,46
PID2187,Jl Ijen Nirwana,Malang,Gudang,3608202564,4151685646,36082025.64,1,Pabrik;Taman;Sekolah,918,11
PID2188,Jl Jayanegara,Mojokerto,Ruko,2438731446,2915309136,492040649.34080493,12,Pusat Perbelanjaan;Pusat Hiburan,307,30
PID2189,Jl Diponegoro,Surabaya,Apartemen,7277814892,7669547932,2402730052.66751,8,Sekolah;Universitas;Transportasi Umum,211,37
PID2190,Jl Pemuda,Surabaya,Komplek Perumahan,8592657291,10019337212,3754404068.7715993,9,Universitas;Pusat Perbelanjaan;Transportasi Umum,184,41
PID2191,Jl Pemuda,Surabaya,Rumah Tunggal,7911111124,9069448621,2651971729.8302107,7,Sekolah;Taman;Pusat Perbelanjaan,142,40
PID2192,Jl Bhayangkara,Mojokerto,Rumah Tunggal,964129347,991357098,381499852.0507149,9,Universitas;Kantor;Pusat Perbelanjaan,252,50
PID2193,Jl Diponegoro,Madiun,Rumah Tunggal,5670261597,5830940487,1777363079.739081,8,Universitas;Kantor;Pusat Perbelanjaan,306,38
PID2194,Jl Panglima Sudirman,Pasuruan,Rumah Tunggal,1816178846,2032974868,460230429.4804914,9,Universitas;Transportasi Umum,771,22
PID2195,Jl Soekarno Hatta,Malang,Rumah Tunggal,8364285351,9590451067,3533301299.9903607,10,Universitas;Kantor;Pusat Perbelanjaan,246,26
PID2196,Jl Anjasmoro,Blitar,Ruko,8688245885,8939289961,4284860439.1815352,7,Kantor;Pusat Perbelanjaan;Transportasi Umum,947,49
